"filename", "language", "JSON", "Markdown", "Docker", "JSON with Comments", "Shell Script", "TypeScript", "JavaScript", "HTML", "CSS", "SCSS", "Python", "comment", "blank", "total"
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/percentual-visualizacao-questoes/percentual-visualizacao-questoes.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/percentual-visualizacao-questoes/percentual-visualizacao-questoes.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/percentual-visualizacao-questoes/percentual-visualizacao-questoes.component.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progesso-geral/progesso-geral.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progesso-geral/progesso-geral.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progesso-geral/progesso-geral.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progesso-geral/progesso-geral.component.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-abertas/progresso-questoes-abertas.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-abertas/progresso-questoes-abertas.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-abertas/progresso-questoes-abertas.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
